"","Geneid","2i_counts","S_counts"
"808","2610002M06Rik",137,404
"809","2610005L07Rik",360,205
"810","2610008E11Rik",124,254
"811","2610011E03Rik",0,0.5
"812","2610012C04Rik",0.5,0
"813","2610016A17Rik",0.5,1
"814","2610017A05Rik",2.5,6
"815","2610020C07Rik",22.5,23
"816","2610021A01Rik",1525,1393
"817","2610024D14Rik",0,0
"818","2610027F03Rik",0,0
"819","2610027K06Rik",0.5,0.5
"820","2610028D06Rik",7,4
"821","2610028E06Rik",1,1
"822","2610028H24Rik",3,2
"823","2610034O05Rik",0,0
"824","2610035D17Rik",65.5,7
"825","2610035F20Rik",43.5,67
"826","2610037D02Rik",21,59.5
"827","2610042L04Rik",59,152
"828","2610044O15Rik8",284.5,276.5
"829","2610105M22Rik",0,0
"830","2610203C22Rik",0,0.5
"831","2610204G07Rik",0,0
"832","2610206C17Rik",0.5,1
"833","2610300A13Rik",0,0
"834","2610300M13Rik",0.5,3.5
"835","2610301B20Rik",535,537
"836","2610303G11Rik",0,0
"837","2610306M01Rik",31,52
"838","2610306O10Rik",2,1
"839","2610307P16Rik",1.5,32
"840","2610316D01Rik",0.5,0
"841","2610318M16Rik",0,0
"842","2610318N02Rik",745,703
"843","2610507B11Rik",9619.5,11097.5
"844","2610507I01Rik",1,4
"845","2610509F24Rik",105,34.5
"846","2610528A11Rik",0.5,0.5
"847","2610528J11Rik",2,102.5
"848","2700029L08Rik",0,0
"849","2700033N17Rik",14,3
"850","2700038G22Rik",176.5,216
"851","2700046A07Rik",46.5,2
"852","2700046G09Rik",6,7
"853","2700049A03Rik",1457.5,1190
"854","2700054A10Rik",8,6.5
"855","2700062C07Rik",322.5,281
"856","2700068H02Rik",1.5,1.5
"857","2700069I18Rik",0,0
"858","2700078F05Rik",0,1.5
"859","2700080J24Rik",0,0
"860","2700081O15Rik",1150.5,693.5
"861","2700089I24Rik",0,0
"862","2700097O09Rik",717.5,570.5
"863","2700099C18Rik",515.5,347.5
"864","2810001G20Rik",58,57
"865","2810002D19Rik",18.5,28
"866","2810004N23Rik",2174,2600
"867","2810006K23Rik",157.5,149
"868","2810013P06Rik",46.5,60.5
"869","2810021J22Rik",379.5,322.5
"870","2810025M15Rik",1369,1047
"871","2810029C07Rik",16.5,27
"872","2810030D12Rik",14.5,0
"873","2810032G03Rik",1.5,2.5
"874","2810039B14Rik",24.5,18.5
"875","2810047C21Rik1",18.5,8
"876","2810049E08Rik",0,0
"877","2810402E24Rik",23,45
"878","2810403D21Rik",24,28
"879","2810403G07Rik",3,0
"880","2810404F17Rik",0,0.5
"881","2810404M03Rik",0,0
"882","2810405F15Rik",0,0
"883","2810405F17Rik",6.5,12.5
"884","2810407A14Rik",0,0
"885","2810408A11Rik",155.5,145.5
"886","2810408I11Rik",91,107
"887","2810410L24Rik",47.5,14.5
"888","2810414N06Rik",4.5,13.5
"889","2810428J06Rik",6.5,3
"890","2810429I04Rik",4,40
"891","2810430I11Rik",0.5,3
"892","2810432F15Rik",0,0
"893","2810433D01Rik",0.5,1
"894","2810442N19Rik",0,0
"895","2810454H06Rik",2.5,5
"896","2810455O05Rik",28.5,20.5
"897","2810457G06Rik",0,0.5
"898","2810459M11Rik",4.5,46.5
"899","2810471M01Rik",0,0
"900","2900002M20Rik",0,0
"901","2900005J15Rik",9.5,11
"902","2900009J06Rik",5,3
"903","2900018N21Rik",0,0.5
"904","2900022M07Rik",0,0
"905","2900024D18Rik",0,0
"906","2900026A02Rik",809.5,1263.5
"907","2900027M19Rik",0,0
"908","2900035J10Rik",0,0
"909","2900037B21Rik",0,0
"910","2900040C04Rik",0.5,0
"911","2900041M22Rik",37.5,30.5
"912","2900042G08Rik",0,0
"913","2900042K21Rik",0,0
"914","2900045O20Rik",0.5,0.5
"915","2900052L18Rik",118,99.5
"916","2900052N01Rik",1,0
"917","2900057B20Rik",0,0
"918","2900060B14Rik",2,0
"919","2900060N12Rik",1.5,5.5
"920","2900064F13Rik",0,0.5
"921","2900064K03Rik",0,0
"922","2900069G24Rik",0,0
"923","2900072N19Rik",0,0
"924","2900076A07Rik",69.5,25.5
"925","2900076G11Rik",0,0
"926","2900078I11Rik",2.5,1
"927","2900079G21Rik",0,0
"928","2900089D17Rik",2,3
"929","2900092C05Rik",0,0
"930","2900092N22Rik",0,0
"931","2900092O11Rik",0,0
"932","2900093K20Rik",12,21
"933","2900097C17Rik",1037,1243
"934","3000002C10Rik",1116.5,1049.5
"935","3010001F23Rik",1.5,3
"936","3010003L21Rik",20,31
"937","3100003L05Rik",0,0
"938","3110001I22Rik",261.5,253.5
"939","3110004A20Rik",0,0
"940","3110006O06Rik",0.5,0.5
"941","3110009E18Rik",48,65.5
"942","3110009F21Rik",0,0
"943","3110009M11Rik",0,0
"944","3110015C05Rik",0,0
"945","3110018I06Rik",0,0
"946","3110021N24Rik",1.5,0.5
"947","3110031N09Rik",0,0
"948","3110039M20Rik",0,0
"949","3110040M04Rik",1,0
"950","3110040N11Rik",208.5,237.5
"951","3110043J17Rik",0,0
"952","3110045C21Rik",2.5,4.5
"953","3110053B16Rik",43,27
"954","3110056K07Rik",26,28
"955","3110062G12Rik",0.5,0.5
"956","3110067C02Rik",24,37
"957","3110070M22Rik",1,0.5
"958","3110080E11Rik",0,0
"959","3110080O07Rik",0,0
"960","3110082I17Rik",851.5,1060
"961","3110082J24Rik",0,0.5
"962","3110083C13Rik",0.5,7
"963","3110099E03Rik",0,0
"964","3200001D21Rik",0,0
"965","3222401L13Rik",107.5,89.5
"966","3300002A11Rik",0,0
"967","3300002I08Rik",59.5,53.5
"968","3300002P13Rik",1,11
"969","3300005D01Rik",0.5,1
"970","3425401B19Rik",0,0
"971","3632454L22Rik",0,3
"972","3732407C23Rik",1,0
"973","3830403N18Rik",9,1.5
"974","3830406C13Rik",91.5,80
"975","3830408C21Rik",13,21
"976","3830417A13Rik",10.5,186
"977","3830422I06Rik",0,0
"978","3830432H09Rik",5,3
"979","3930402G23Rik",4,17
"980","4430402I18Rik",4,7
"981","4631405J19Rik",0.5,1.5
"982","4631422I05Rik",0,0
"983","4632404H12Rik",48.5,70.5
"984","4632404M16Rik",16.5,2
"985","4632411P08Rik",2,5
"986","4632415L05Rik",94,173.5
"987","4632418H02Rik",0.5,0
"988","4632427E13Rik",43.5,51
"989","4632428C04Rik",7,2.5
"990","4632432E15Rik",0,0
"991","4632433K11Rik",0,0
"992","4633401B06Rik",10,3.5
"993","4731419I09Rik",8.5,2.5
"994","4732414G09Rik",0,0.5
"995","4732416N19Rik",13,20.5
"996","4732419C18Rik",3.5,0.5
"997","4732440D04Rik",16.5,27.5
"998","4732463B04Rik",0,0.5
"999","4732465J04Rik",0,0
"1000","4732471J01Rik",19,5.5
"1001","4732487G21Rik",34,22.5
"1002","4732490B19Rik",2.5,0
"1003","4732491K20Rik",8.5,16.5
"1004","4732496C06Rik",7.5,20.5
"1005","4831440D22Rik",0,0
"1006","4833403J16Rik",0,0
"1007","4833404L02Rik",0,0
"1008","4833405L11Rik",0,0
"1009","4833407H14Rik",0.5,4
"1010","4833408A19Rik",14,9.5
"1011","4833411C07Rik",0,0
"1012","4833412C05Rik",0.5,8
"1013","4833412C15Rik",7.5,1
"1014","4833412K13Rik",3.5,0.5
"1015","4833413E03Rik",14,8.5
"1016","4833413G10Rik",11.5,7.5
"1017","4833415N18Rik",0.5,0
"1018","4833417C18Rik",15.5,9
"1019","4833418N02Rik",2.5,7.5
"1020","4833418N17Rik",0,0
"1021","4833419F23Rik",1,3.5
"1022","4833419O12Rik",4.5,2
"1023","4833420G17Rik",781,797
"1024","4833421G17Rik",0,0
"1025","4833421K07Rik",0,0
"1026","4833422C13Rik",1.5,2
"1027","4833422M21Rik",1,7.5
"1028","4833427F10Rik",0,0
"1029","4833427G06Rik",0,3.5
"1030","4833428L15Rik",0.5,3
"1031","4833438C02Rik",18,33
"1032","4833439L19Rik",2425,2661
"1033","4833445I07Rik",17.5,23.5
"1034","4921501I09Rik",0.5,0.5
"1035","4921504A21Rik",1,2.5
"1036","4921504E06Rik",0,0
"1037","4921507G05Rik",1.5,1
"1038","4921507P07Rik",7.5,77.5
"1039","4921508D12Rik",0,0
"1040","4921508M14Rik",0,0
"1041","4921509A06Rik",0.5,0
"1042","4921509C19Rik",1,1
"1043","4921509O07Rik",0,0
"1044","4921511C10Rik",0.5,0
"1045","4921511C20Rik",0,0
"1046","4921511E07Rik",0,0
"1047","4921511I17Rik",0,0
"1048","4921513H07Rik",0.5,0.5
"1049","4921513I03Rik",0,1
"1050","4921513I08Rik",0,0
"1051","4921514A10Rik",3,2
"1052","4921515E04Rik",0,0
"1053","4921515L22Rik",8.5,8
"1054","4921516A02Rik",0,0
"1055","4921517D16Rik",1,0
"1056","4921517D22Rik",2.5,0.5
"1057","4921518K17Rik",0,0
"1058","4921520N01Rik",0,0
"1059","4921521D15Rik",0,0
"1060","4921522A10Rik",0,0
"1061","4921522P10Rik",1,0.5
"1062","4921523L03Rik",0,0.5
"1063","4921524J17Rik",453,535.5
"1064","4921524L21Rik",0,0
"1065","4921525O09Rik",12,3
"1066","4921527H02Rik",0,0
"1067","4921528I07Rik",0,0.5
"1068","4921529L05Rik",0,0
"1069","4921531C22Rik",12.5,13
"1070","4921531P14Rik",0,0
"1071","4921533I20Rik",9,15
"1072","4921534A09Rik",0,0
"1073","4921534H16Rik",0,0
"1074","4921536K21Rik",19,12.5
"1075","4921539E11Rik",0,0
"1076","4921539H07Rik",0,0
"1077","4922502N22Rik",0,0
"1078","4930401A07Rik",0.5,2
"1079","4930401C15Rik",0,0
"1080","4930401G09Rik",1,0
"1081","4930401O10Rik",0,0
"1082","4930401O12Rik",0,0
"1083","4930402C01Rik",0,0
"1084","4930402D18Rik",0,0
"1085","4930402F06Rik",0,0
"1086","4930402F11Rik",0,0
"1087","4930402H05Rik",0,0
"1088","4930402H24Rik",720.5,579
"1089","4930402K13Rik",0,0
"1090","4930403D09Rik",0,0
"1091","4930403O18Rik",0,0
"1092","4930403P22Rik",0,0
"1093","4930404A05Rik",0,0
"1094","4930404A12Rik",0,0
"1095","4930404H11Rik",0.5,0
"1096","4930404H24Rik",0,0
"1097","4930404I05Rik",7.5,5
"1098","4930404I20Rik",0,0
"1099","4930404K13Rik",0,0
"1100","4930404N11Rik",14,8
"1101","4930404O17Rik",0,0
"1102","4930405A10Rik",0,0
"1103","4930405A21Rik",1.5,4.5
"1104","4930405D01Rik",0,0
"1105","4930405D11Rik",0,0
"1106","4930405G09Rik",0,0
"1107","4930405H06Rik",0,0
"1108","4930405J17Rik",0.5,0
"1109","4930405L22Rik",0,0
"1110","4930405N21Rik",2,2.5
"1111","4930405O22Rik",0,1
"1112","4930406D18Rik",0,0.5
"1113","4930407G08Rik",0,0
"1114","4930407I10Rik",0,0
"1115","4930407I19Rik",0,0
"1116","4930408K08Rik",0,0
"1117","4930408O17Rik",0,0
"1118","4930412B13Rik",0,0.5
"1119","4930412C18Rik",1,2.5
"1120","4930412E21Rik",0,0
"1121","4930412F09Rik",0,0.5
"1122","4930412F12Rik",0,0
"1123","4930412L05Rik",1.5,1.5
"1124","4930412M03Rik",0.5,3.5
"1125","4930412O13Rik",0.5,4.5
"1126","4930413E15Rik",0,0
"1127","4930413F20Rik",0,0
"1128","4930413G21Rik",14,20
"1129","4930414F18Rik",1,0
"1130","4930414N06Rik",2,2
"1131","4930415C11Rik",0,0
"1132","4930415H17Rik",0,0
"1133","4930415L06Rik",0,0
"1134","4930415O11Rik",0,0
"1135","4930415O20Rik",2.5,1.5
"1136","4930415P13Rik",0,0
"1137","4930417H01Rik",0,0
"1138","4930417O13Rik",1.5,0.5
"1139","4930417O22Rik",0,0
"1140","4930419G24Rik",0,0
"1141","4930420G21Rik",0,0
"1142","4930420N18Rik",0,0
"1143","4930421C12Rik",0,0
"1144","4930421P07Rik",0,0
"1145","4930422C21Rik",0,0
"1146","4930422I22Rik",0,0
"1147","4930422M22Rik",22.5,8
"1148","4930423C22Rik",0,0
"1149","4930423D22Rik",5.5,5
"1150","4930423D24Rik",0,0.5
"1151","4930423M02Rik",0,0
"1152","4930425K10Rik",0,0
"1153","4930425K24Rik",0,0
"1154","4930425L21Rik",9,0.5
"1155","4930425O10Rik",0,0
"1156","4930425P05Rik",0,0
"1157","4930426D05Rik",0,15
"1158","4930426I24Rik",0.5,4
"1159","4930426L09Rik",0.5,1
"1160","4930428D20Rik",0,0
"1161","4930428E07Rik",0,0
"1162","4930428N03Rik",0,0.5
"1163","4930428O21Rik",0.5,0
"1164","4930429C20Rik",0,0
"1165","4930429D17Rik",2,0
"1166","4930429F24Rik",0.5,1.5
"1167","4930429H19Rik",1,0
"1168","4930429P21Rik",0.5,0.5
"1169","4930430E12Rik",0,0
"1170","4930430F08Rik",269.5,291.5
"1171","4930430F21Rik",0,0
"1172","4930430O22Rik",1,0
"1173","4930431F10Rik",0,0
"1174","4930431F12Rik",0,0
"1175","4930431L21Rik",0,0
"1176","4930431P03Rik",0,0
"1177","4930431P19Rik",1.5,2.5
"1178","4930431P22Rik",0.5,0
"1179","4930432B10Rik",0.5,0.5
"1180","4930432E11Rik",0.5,1
"1181","4930432H08Rik",0,0
"1182","4930432J09Rik",0,0
"1183","4930432K21Rik",161,54
"1184","4930432L08Rik",0,0
"1185","4930432M17Rik",0,0
"1186","4930432O09Rik",0,0
"1187","4930433B08Rik",0,0
"1188","4930433E05Rik",0,0
"1189","4930433I11Rik",0,1
"1190","4930433J02Rik",0,0
"1191","4930433N12Rik",4,7
"1192","4930434B07Rik",0,0
"1193","4930434F21Rik",0,0
"1194","4930434J06Rik",0,0
"1195","4930434O05Rik",6.5,1
"1196","4930435C17Rik",0,0
"1197","4930435F18Rik",0,0
"1198","4930435M08Rik",0,0
"1199","4930435N07Rik",0,0
"1200","4930437M23Rik",0,0
"1201","4930438A08Rik",0.5,0.5
"1202","4930438E09Rik",0,0
"1203","4930439A04Rik",0,0
"1204","4930439D14Rik",1.5,2.5
"1205","4930440C22Rik",0,0
"1206","4930440I19Rik",0,0
"1207","4930441H08Rik",0,0
"1208","4930441J16Rik",0,0
"1209","4930442G10Rik",0,0
"1210","4930442G15Rik",0,0.5
"1211","4930442H23Rik",0,1
"1212","4930442J19Rik",0,0
"1213","4930442L01Rik",2.5,0.5
"1214","4930442P19Rik",0,0.5
"1215","4930443G03Rik",0,0
"1216","4930443O20Rik",0,0.5
"1217","4930444A19Rik",0,0
"1218","4930444E06Rik",1,0
"1219","4930444F02Rik",0.5,0
"1220","4930444G20Rik",14.5,7
"1221","4930444K16Rik",0,0
"1222","4930444P10Rik",0,7
"1223","4930445B16Rik",0.5,0
"1224","4930445E18Rik",0,3.5
"1225","4930445N06Rik",0,0
"1226","4930445N08Rik",0,0
"1227","4930445N18Rik",3.5,0
"1228","4930447A16Rik",0,0
"1229","4930447C04Rik",109.5,842.5
"1230","4930447C11Rik",0,0
"1231","4930447F04Rik",0,0
"1232","4930447F24Rik",3,2.5
"1233","4930447J18Rik",0,0.5
"1234","4930447K03Rik",5.5,2.5
"1235","4930447M23Rik",0,0
"1236","4930447N08Rik",0,0
"1237","4930448A20Rik",1,0
"1238","4930448C13Rik",0,0
"1239","4930448D08Rik",0,0
"1240","4930448E22Rik",7,2
"1241","4930448F12Rik",0,0
"1242","4930448H16Rik",0,0.5
"1243","4930448I06Rik",0,0
"1244","4930448I18Rik",0,0
"1245","4930448K20Rik",1.5,1.5
"1246","4930449A18Rik",0,1.5
"1247","4930449C09Rik",0,0
"1248","4930449E01Rik",0,0
"1249","4930449E18Rik",0,0
"1250","4930449I04Rik",0,0
"1251","4930449I24Rik",0,0.5
"1252","4930451E10Rik",4.5,0
"1253","4930451G09Rik",10.5,16.5
"1254","4930451I11Rik",0,0.5
"1255","4930452A19Rik",0,0.5
"1256","4930452B06Rik",530.5,329.5
"1257","4930452G13Rik",0,0
"1258","4930452L12Rik",0.5,2
"1259","4930452N14Rik",0,0
"1260","4930453C13Rik",0.5,0
"1261","4930453H23Rik",2.5,3
"1262","4930453L07Rik",0,0
"1263","4930453N24Rik",1143,990.5
"1264","4930453O03Rik",0,0
"1265","4930455B14Rik",0.5,1.5
"1266","4930455C13Rik",3.5,3
"1267","4930455G09Rik",8.5,1.5
"1268","4930455H04Rik",0,0
"1269","4930455J16Rik",0,0
"1270","4930455M05Rik",0,0
"1271","4930456G14Rik",0,0
"1272","4930456L15Rik",0,0
"1273","4930458A03Rik",0,0
"1274","4930458B22Rik",0,1
"1275","4930458D05Rik",0,1.5
"1276","4930458K08Rik",0,1
"1277","4930459C07Rik",0,0
"1278","4930459L07Rik",0,0
"1279","4930461C15Rik",0,0
"1280","4930461G14Rik",62.5,29.5
"1281","4930463O16Rik",0.5,0
"1282","4930465I24Rik",0,0.5
"1283","4930465K09Rik",0,0
"1284","4930465K10Rik",2.5,3.5
"1285","4930465M20Rik",0.5,0
"1286","4930466I24Rik",0,0.5
"1287","4930466K18Rik",10,13.5
"1288","4930467D21Rik",0.5,1
"1289","4930467E23Rik",0.5,0
"1290","4930467J12Rik",0,0
"1291","4930467K11Rik",0.5,2
"1292","4930469B13Rik",0,0
"1293","4930469K13Rik",0.5,0
"1294","4930470B04Rik",0,0
"1295","4930470G03Rik",0.5,0
"1296","4930470H14Rik",0,0
"1297","4930470O06Rik",0,0
"1298","4930470P17Rik",0,0
"1299","4930471C04Rik",0,0
"1300","4930471D02Rik",0,0
"1301","4930471E15Rik",0,0
"1302","4930471E19Rik",0,0
"1303","4930471G03Rik",0,0
"1304","4930471G24Rik",0,0
"1305","4930471L23Rik",0,0
"1306","4930471M09Rik",2,1
"1307","4930473A02Rik",0,2.5
"1308","4930473D10Rik",0,0
"1309","4930473H19Rik",0,0
"1310","4930473O22Rik",0,0
"1311","4930474B08Rik",0,0.5
"1312","4930474H06Rik",0,0
"1313","4930474H20Rik",0,0
"1314","4930474M22Rik",0,0
"1315","4930474N05Rik",0,0
"1316","4930474N09Rik",0,0
"1317","4930477E14Rik",0,0
"1318","4930477G07Rik",0,0
"1319","4930477N07Rik",0.5,1.5
"1320","4930477O15Rik",0,0.5
"1321","4930478E11Rik",0,0
"1322","4930478K11Rik",1,0.5
"1323","4930478L05Rik",0.5,0
"1324","4930478M09Rik",1,0
"1325","4930478M13Rik",0,0
"1326","4930478P22Rik",0,0
"1327","4930479D17Rik",0.5,1
"1328","4930479H17Rik",0,0
"1329","4930480C01Rik",0,0
"1330","4930480E11Rik",0,0
"1331","4930480G23Rik",0.5,0
"1332","4930480K02Rik",0,0
"1333","4930480K15Rik",0,0.5
"1334","4930480M12Rik",0,0
"1335","4930481A15Rik",4,2
"1336","4930481B07Rik",53.5,88.5
"1337","4930483J18Rik",0.5,0
"1338","4930483K19Rik",8.5,4
"1339","4930483O08Rik",0,0
"1340","4930483P17Rik",0.5,0
"1341","4930484H19Rik",0.5,0
"1342","4930484I04Rik",0,0
"1343","4930486F22Rik",0,0
"1344","4930486I03Rik",0,0
"1345","4930486L24Rik",0,0
"1346","4930486N12Rik",0,0
"1347","4930487D11Rik",0,0
"1348","4930488B22Rik",0,0
"1349","4930488L21Rik",0,1
"1350","4930488N15Rik",0,0
"1351","4930488N24Rik",0,0
"1352","4930500A05Rik",1,0
"1353","4930500F04Rik",0,0
"1354","4930500F10Rik",0,0
"1355","4930500H12Rik",2.5,0.5
"1356","4930500L23Rik",0,0
"1357","4930500M09Rik",0,0
"1358","4930502A04Rik",0,0
"1359","4930502C17Rik",0,0
"1360","4930502E09Rik",0.5,0.5
"1361","4930503B20Rik",0,0
"1362","4930503E14Rik",4,2
"1363","4930503E24Rik",470.5,430.5
"1364","4930503F20Rik",0,0
"1365","4930503H13Rik",0,0
"1366","4930503L19Rik",768.5,783.5
"1367","4930503O07Rik",0,0
"1368","4930504C09Rik",0,0
"1369","4930504D19Rik",0,0
"1370","4930505A04Rik",1,4
"1371","4930505G20Rik",0,0
"1372","4930505K13Rik",0,0
"1373","4930505K14Rik",0,0
"1374","4930505M18Rik",0,0
"1375","4930505N22Rik",2,2
"1376","4930505O20Rik",0,0
"1377","4930506C21Rik",3.5,2.5
"1378","4930507D05Rik",5.5,4.5
"1379","4930507D10Rik",0,0.5
"1380","4930509E16Rik",9.5,9
"1381","4930509G22Rik",1,0.5
"1382","4930509H03Rik",0,0.5
"1383","4930509J09Rik",0,0
"1384","4930509K18Rik",0,0.5
"1385","4930510E17Rik",0.5,0
"1386","4930511A02Rik",0,1
"1387","4930511E03Rik",2,0
"1388","4930511J24Rik",0,0
"1389","4930511M06Rik",0.5,0
"1390","4930511M18Rik",0,0
"1391","4930511O05Rik",0,0
"1392","4930512B01Rik",0.5,2.5
"1393","4930512H18Rik",0,0
"1394","4930512J16Rik",1,2
"1395","4930512M02Rik",0,0
"1396","4930512P04Rik",0,0
"1397","4930513D17Rik",0,0.5
"1398","4930513L16Rik",0,0
"1399","4930513N10Rik",150.5,102
"1400","4930513N20Rik",0,0
"1401","4930513O06Rik",0,0
"1402","4930515B02Rik",0,0
"1403","4930515G01Rik",4,2.5
"1404","4930515G13Rik",0,0
"1405","4930515G16Rik",3,8
"1406","4930515L19Rik",0,0
"1407","4930516B21Rik",164,319.5
"1408","4930516K23Rik",0,0
"1409","4930517E11Rik",0,0
"1410","4930517E14Rik",1,1
"1411","4930517G19Rik",0,0
"1412","4930517J16Rik",0,0
"1413","4930517L18Rik",2,0.5
"1414","4930517M08Rik",0,0
"1415","4930517O19Rik",0.5,0
"1416","4930518C09Rik",0,0
"1417","4930518I15Rik",6,8
"1418","4930518I17Rik",0,0
"1419","4930518J20Rik",0,0
"1420","4930518J21Rik",0,0
"1421","4930518P08Rik",0,1
"1422","4930519A11Rik",0.5,1
"1423","4930519D14Rik",0,0
"1424","4930519E07Rik",0,0
"1425","4930519F09Rik",119.5,143.5
"1426","4930519F16Rik",144.5,44
"1427","4930519F24Rik",0,0
"1428","4930519G04Rik",1,0
"1429","4930519H02Rik",0,0
"1430","4930519K11Rik",0,0
"1431","4930519L02Rik",0.5,0
"1432","4930519P11Rik",2,2
"1433","4930520K02Rik",0,0
"1434","4930520M14Rik",1,0.5
"1435","4930520O04Rik",22,10.5
"1436","4930520P13Rik",0,0
"1437","4930521E06Rik",0.5,0.5
"1438","4930521O17Rik",0,0
"1439","4930522H14Rik",0,0
"1440","4930522L14Rik",536.5,366.5
"1441","4930522N08Rik",0,0
"1442","4930522O17Rik",0,0
"1443","4930523C07Rik",0.5,10
"1444","4930523O13Rik",0,0
"1445","4930524B15Rik",4.5,7.5
"1446","4930524B17Rik",0,0
"1447","4930524C18Rik",0,0
"1448","4930524O05Rik",0,0
"1449","4930524O07Rik",1.5,5
"1450","4930524O08Rik",0,0
"1451","4930525C09Rik",0,0
"1452","4930525G20Rik",1.5,0
"1453","4930526A20Rik",1088,877.5
"1454","4930526F13Rik",0,0
"1455","4930526H09Rik",0,0
"1456","4930526L06Rik",0,0.5
"1457","4930526M16Rik",0,0
"1458","4930527A07Rik",0.5,0
"1459","4930527B05Rik",0,0
"1460","4930527E20Rik",0,0
"1461","4930527F14Rik",0,0.5
"1462","4930527G23Rik",0,0
"1463","4930527J03Rik",0,0
"1464","4930528D03Rik",2.5,0
"1465","4930528G23Rik",0,0
"1466","4930528H21Rik",0,0
"1467","4930528J11Rik",0,0
"1468","4930528P14Rik",0,0
"1469","4930529C04Rik",184,191.5
"1470","4930529I22Rik",0,0
"1471","4930529K09Rik",0,0
"1472","4930529N20Rik",0,0
"1473","4930532G15Rik",2.5,1
"1474","4930532I03Rik",0,0
"1475","4930532M18Rik",0,0
"1476","4930533B01Rik",0,0
"1477","4930533D04Rik",0,0.5
"1478","4930533I22Rik",0.5,0
"1479","4930533K18Rik",4,0.5
"1480","4930533L02Rik",0.5,0
"1481","4930533N22Rik",0,0
"1482","4930533P14Rik",0,0
"1483","4930534D22Rik",0,0
"1484","4930534H03Rik",0,0.5
"1485","4930534H18Rik",2,0.5
"1486","4930535E02Rik",0,0
"1487","4930535F04Rik",0,0
"1488","4930535G08Rik",0.5,0
"1489","4930535L15Rik",5,0.5
"1490","4930535O05Rik",0,0
"1491","4930537H20Rik",0.5,2.5
"1492","4930538E20Rik",0,0.5
"1493","4930538L07Rik",0.5,0
"1494","4930539C22Rik",0,0
"1495","4930539J05Rik",4.5,6
"1496","4930539M17Rik",0.5,1.5
"1497","4930540E01Rik",0,0
"1498","4930540I17Rik",0,0
"1499","4930540M03Rik",0,0
"1500","4930540M05Rik",0,1.5
"1501","4930541O19Rik",0,0
"1502","4930542C12Rik",1.5,1.5
"1503","4930542C16Rik",0,0
"1504","4930542D17Rik",0,0
"1505","4930542M03Rik",0,0
"1506","4930543E12Rik",0.5,0
"1507","4930543I03Rik",0,0
"1508","4930543I11Rik",0,0
"1509","4930543K20Rik",0,0
"1510","4930543N07Rik",0,0
"1511","4930544D05Rik",0.5,0
"1512","4930544F09Rik",0,0.5
"1513","4930544G11Rik",0,0
"1514","4930544I03Rik",0,0
"1515","4930544L04Rik",0,0
"1516","4930544M13Rik",0,0
"1517","4930545E07Rik",0,0.5
"1518","4930545H06Rik",0.5,0
"1519","4930545L08Rik",0,0
"1520","4930545L23Rik",0,0
"1521","4930546C10Rik",0.5,0
"1522","4930546K05Rik",3,1
"1523","4930547E08Rik",0.5,0.5
"1524","4930547E14Rik",0.5,0
"1525","4930547H16Rik",0,0
"1526","4930547M16Rik",0,2.5
"1527","4930548G14Rik",0,0
"1528","4930548H24Rik",24,13.5
"1529","4930548J01Rik",0,0
"1530","4930548K13Rik",0,0
"1531","4930549C15Rik",0,0.5
"1532","4930549G23Rik",18.5,9
"1533","4930549P19Rik",0,0
"1534","4930550C14Rik",11.5,28
"1535","4930550C17Rik",0,0
"1536","4930550L24Rik",14,1
"1537","4930551I15Rik",0,0
"1538","4930551I23Rik",0,0
"1539","4930551L18Rik",0,0
"1540","4930551O13Rik",0.5,1
"1541","4930553E22Rik",0,0
"1542","4930553I04Rik",1,1
"1543","4930553I21Rik",0.5,0
"1544","4930553J12Rik",0,0
"1545","4930553M12Rik",0,0
"1546","4930553P18Rik",0,2
"1547","4930554C24Rik",0,0
"1548","4930554G22Rik",0,0
"1549","4930554G24Rik",0,0
"1550","4930554H23Rik",0,0
"1551","4930554I06Rik",0,0
"1552","4930555A03Rik",0,0
"1553","4930555B11Rik",0,0
"1554","4930555B12Rik",0,0
"1555","4930555F03Rik",0,0
"1556","4930555G01Rik",1.5,8.5
"1557","4930555G07Rik",0,0
"1558","4930555G21Rik",0,0
"1559","4930555K19Rik",2,3
"1560","4930555M17Rik",0,0
"1561","4930555O08Rik",0,0
"1562","4930556C24Rik",0,0.5
"1563","4930556G01Rik",0,0
"1564","4930556G22Rik",0,0
"1565","4930556H04Rik",0.5,2
"1566","4930556I23Rik",0,0.5
"1567","4930556J02Rik",0,0
"1568","4930556J24Rik",6,3
"1569","4930556L07Rik",0,0
"1570","4930556M19Rik",10.5,23
"1571","4930556N09Rik",0,0
"1572","4930556N13Rik",0.5,1.5
"1573","4930557B06Rik",0,0
"1574","4930557F08Rik",0,0
"1575","4930557F10Rik",0,0
"1576","4930557J02Rik",0,1
"1577","4930557K07Rik",3,6
"1578","4930558C23Rik",12,0.5
"1579","4930558F17Rik",0,0
"1580","4930558G05Rik",0,0
"1581","4930558J18Rik",30,25
"1582","4930558J22Rik",0,2
"1583","4930558K02Rik",0.5,0.5
"1584","4930558N11Rik",0,0
"1585","4930559C10Rik",0,0
"1586","4930560O18Rik",0,0
"1587","4930562A09Rik",0,0.5
"1588","4930562C15Rik",3,1
"1589","4930562D21Rik",0,0
"1590","4930562F07Rik",0,0
"1591","4930562F17Rik",0,0
"1592","4930563E18Rik",0,0
"1593","4930563E22Rik",11,19
